condition_name,symptoms,description,severity_score,urgency_tier,precautions,recommended_specialty
Fungal infection,"itching, skin_rash, nodal_skin_eruptions, dischromic_patches","In humans, fungal infections occur when an invading fungus takes over an area of the body and is too much for the immune system to handle. Fungi can live in the air, soil, water, and plants. There are also some fungi that live naturally in the human body. Like many microbes, there are helpful fungi and harmful fungi.",4.0,Medium,bath twice | use detol or neem in bathing water | keep infected area dry | use clean cloths,
Gastroenteritis,"vomiting, sunken_eyes, diarrhoea","Gastroenteritis is an inflammation of the digestive tract, particularly the stomach, and large and small intestines. Viral and bacterial gastroenteritis are intestinal infections associated with symptoms of diarrhea , abdominal cramps, nausea , and vomiting .",6.0,High,stop eating solid food for while | try taking small sips of water | rest | ease back into eating,
Gastroenteritis,"vomiting, sunken_eyes, dehydration","Gastroenteritis is an inflammation of the digestive tract, particularly the stomach, and large and small intestines. Viral and bacterial gastroenteritis are intestinal infections associated with symptoms of diarrhea , abdominal cramps, nausea , and vomiting .",5.0,Medium,stop eating solid food for while | try taking small sips of water | rest | ease back into eating,
Gastroenteritis,"vomiting, sunken_eyes, dehydration, diarrhoea","Gastroenteritis is an inflammation of the digestive tract, particularly the stomach, and large and small intestines. Viral and bacterial gastroenteritis are intestinal infections associated with symptoms of diarrhea , abdominal cramps, nausea , and vomiting .",6.0,High,stop eating solid food for while | try taking small sips of water | rest | ease back into eating,
Gastroenteritis,"sunken_eyes, dehydration, diarrhoea","Gastroenteritis is an inflammation of the digestive tract, particularly the stomach, and large and small intestines. Viral and bacterial gastroenteritis are intestinal infections associated with symptoms of diarrhea , abdominal cramps, nausea , and vomiting .",6.0,High,stop eating solid food for while | try taking small sips of water | rest | ease back into eating,
Gastroenteritis,"vomiting, dehydration, diarrhoea","Gastroenteritis is an inflammation of the digestive tract, particularly the stomach, and large and small intestines. Viral and bacterial gastroenteritis are intestinal infections associated with symptoms of diarrhea , abdominal cramps, nausea , and vomiting .",6.0,High,stop eating solid food for while | try taking small sips of water | rest | ease back into eating,
Gastroenteritis,"vomiting, sunken_eyes, diarrhoea","Gastroenteritis is an inflammation of the digestive tract, particularly the stomach, and large and small intestines. Viral and bacterial gastroenteritis are intestinal infections associated with symptoms of diarrhea , abdominal cramps, nausea , and vomiting .",6.0,High,stop eating solid food for while | try taking small sips of water | rest | ease back into eating,
Bronchial Asthma,"fatigue, cough, high_fever, breathlessness, family_history, mucoid_sputum","Bronchial asthma is a medical condition which causes the airway path of the lungs to swell and narrow. Due to this swelling, the air path produces excess mucus making it hard to breathe, which results in coughing, short breath, and wheezing. The disease is chronic and interferes with daily working.",7.0,High,switch to loose cloothing | take deep breaths | get away from trigger | seek help,
Bronchial Asthma,"cough, high_fever, breathlessness, family_history, mucoid_sputum","Bronchial asthma is a medical condition which causes the airway path of the lungs to swell and narrow. Due to this swelling, the air path produces excess mucus making it hard to breathe, which results in coughing, short breath, and wheezing. The disease is chronic and interferes with daily working.",7.0,High,switch to loose cloothing | take deep breaths | get away from trigger | seek help,
Bronchial Asthma,"fatigue, high_fever, breathlessness, family_history, mucoid_sputum","Bronchial asthma is a medical condition which causes the airway path of the lungs to swell and narrow. Due to this swelling, the air path produces excess mucus making it hard to breathe, which results in coughing, short breath, and wheezing. The disease is chronic and interferes with daily working.",7.0,High,switch to loose cloothing | take deep breaths | get away from trigger | seek help,
Bronchial Asthma,"fatigue, cough, breathlessness, family_history, mucoid_sputum","Bronchial asthma is a medical condition which causes the airway path of the lungs to swell and narrow. Due to this swelling, the air path produces excess mucus making it hard to breathe, which results in coughing, short breath, and wheezing. The disease is chronic and interferes with daily working.",5.0,Medium,switch to loose cloothing | take deep breaths | get away from trigger | seek help,
Bronchial Asthma,"fatigue, cough, high_fever, family_history, mucoid_sputum","Bronchial asthma is a medical condition which causes the airway path of the lungs to swell and narrow. Due to this swelling, the air path produces excess mucus making it hard to breathe, which results in coughing, short breath, and wheezing. The disease is chronic and interferes with daily working.",7.0,High,switch to loose cloothing | take deep breaths | get away from trigger | seek help,
Bronchial Asthma,"fatigue, cough, high_fever, breathlessness, mucoid_sputum","Bronchial asthma is a medical condition which causes the airway path of the lungs to swell and narrow. Due to this swelling, the air path produces excess mucus making it hard to breathe, which results in coughing, short breath, and wheezing. The disease is chronic and interferes with daily working.",7.0,High,switch to loose cloothing | take deep breaths | get away from trigger | seek help,
Bronchial Asthma,"fatigue, cough, high_fever, breathlessness, family_history","Bronchial asthma is a medical condition which causes the airway path of the lungs to swell and narrow. Due to this swelling, the air path produces excess mucus making it hard to breathe, which results in coughing, short breath, and wheezing. The disease is chronic and interferes with daily working.",7.0,High,switch to loose cloothing | take deep breaths | get away from trigger | seek help,
Bronchial Asthma,"fatigue, cough, high_fever, breathlessness, family_history, mucoid_sputum","Bronchial asthma is a medical condition which causes the airway path of the lungs to swell and narrow. Due to this swelling, the air path produces excess mucus making it hard to breathe, which results in coughing, short breath, and wheezing. The disease is chronic and interferes with daily working.",7.0,High,switch to loose cloothing | take deep breaths | get away from trigger | seek help,
Bronchial Asthma,"cough, high_fever, breathlessness, family_history, mucoid_sputum","Bronchial asthma is a medical condition which causes the airway path of the lungs to swell and narrow. Due to this swelling, the air path produces excess mucus making it hard to breathe, which results in coughing, short breath, and wheezing. The disease is chronic and interferes with daily working.",7.0,High,switch to loose cloothing | take deep breaths | get away from trigger | seek help,
Bronchial Asthma,"fatigue, high_fever, breathlessness, family_history, mucoid_sputum","Bronchial asthma is a medical condition which causes the airway path of the lungs to swell and narrow. Due to this swelling, the air path produces excess mucus making it hard to breathe, which results in coughing, short breath, and wheezing. The disease is chronic and interferes with daily working.",7.0,High,switch to loose cloothing | take deep breaths | get away from trigger | seek help,
Hypertension,"headache, chest_pain, dizziness, loss_of_balance, lack_of_concentration","Hypertension (HTN or HT), also known as high blood pressure (HBP), is a long-term medical condition in which the blood pressure in the arteries is persistently elevated. High blood pressure typically does not cause symptoms.",7.0,High,meditation | salt baths | reduce stress | get proper sleep,
Hypertension,"chest_pain, dizziness, loss_of_balance, lack_of_concentration","Hypertension (HTN or HT), also known as high blood pressure (HBP), is a long-term medical condition in which the blood pressure in the arteries is persistently elevated. High blood pressure typically does not cause symptoms.",7.0,High,meditation | salt baths | reduce stress | get proper sleep,
Hypertension,"headache, dizziness, loss_of_balance, lack_of_concentration","Hypertension (HTN or HT), also known as high blood pressure (HBP), is a long-term medical condition in which the blood pressure in the arteries is persistently elevated. High blood pressure typically does not cause symptoms.",4.0,Medium,meditation | salt baths | reduce stress | get proper sleep,
Hypertension,"headache, chest_pain, loss_of_balance, lack_of_concentration","Hypertension (HTN or HT), also known as high blood pressure (HBP), is a long-term medical condition in which the blood pressure in the arteries is persistently elevated. High blood pressure typically does not cause symptoms.",7.0,High,meditation | salt baths | reduce stress | get proper sleep,
