product_name,category,price,stock_quantity,description,prescription_required,brand_name,form,sku,image_url
Ibuprofen 20mg Tablet,Antihypertensives,4.0,184,Ibuprofen 20mg Tablet used for antihypertensives related conditions. Use as directed by physician.,True,HealthPlus,Tablet,SKU-00146,https://example.com/product/146.png
Vitamin B12 200mg Tablet,Antibiotics,40.07,341,Vitamin B12 200mg Tablet used for antibiotics related conditions. Use as directed by physician.,True,MediCare,Tablet,SKU-00147,https://example.com/product/147.png
Omeprazole 500mg Syrup,Supplements,15.47,432,Omeprazole 500mg Syrup used for supplements related conditions. Use as directed by physician.,False,LifeLine,Syrup,SKU-00148,https://example.com/product/148.png
Amoxicillin 20mg Tablet,Analgesics,41.35,322,Amoxicillin 20mg Tablet used for analgesics related conditions. Use as directed by physician.,True,HealthPlus,Tablet,SKU-00149,https://example.com/product/149.png
Salbutamol 400mg Tablet,Antihypertensives,37.97,29,Salbutamol 400mg Tablet used for antihypertensives related conditions. Use as directed by physician.,True,LifeLine,Tablet,SKU-00150,https://example.com/product/150.png
Cetirizine 10mg Capsule,Antibiotics,30.46,267,Cetirizine 10mg Capsule used for antibiotics related conditions. Use as directed by physician.,True,LifeLine,Capsule,SKU-00151,https://example.com/product/151.png
Ibuprofen 20mg Injection,Antibiotics,29.07,425,Ibuprofen 20mg Injection used for antibiotics related conditions. Use as directed by physician.,True,LifeLine,Injection,SKU-00152,https://example.com/product/152.png
Paracetamol 10mg Capsule,Antihypertensives,34.78,386,Paracetamol 10mg Capsule used for antihypertensives related conditions. Use as directed by physician.,True,LifeLine,Capsule,SKU-00153,https://example.com/product/153.png
Atorvastatin 10mg Capsule,Antihypertensives,14.81,338,Atorvastatin 10mg Capsule used for antihypertensives related conditions. Use as directed by physician.,True,LifeLine,Capsule,SKU-00154,https://example.com/product/154.png
Paracetamol 10mg Injection,Antidiabetics,7.97,368,Paracetamol 10mg Injection used for antidiabetics related conditions. Use as directed by physician.,True,MediCare,Injection,SKU-00155,https://example.com/product/155.png
Vitamin D 500mg Capsule,Antibiotics,49.69,47,Vitamin D 500mg Capsule used for antibiotics related conditions. Use as directed by physician.,True,HealthPlus,Capsule,SKU-00156,https://example.com/product/156.png
Paracetamol 500mg Tablet,Antidiabetics,23.37,381,Paracetamol 500mg Tablet used for antidiabetics related conditions. Use as directed by physician.,True,HealthPlus,Tablet,SKU-00157,https://example.com/product/157.png
Amoxicillin 400mg Capsule,Antibiotics,30.11,161,Amoxicillin 400mg Capsule used for antibiotics related conditions. Use as directed by physician.,True,HealthPlus,Capsule,SKU-00158,https://example.com/product/158.png
Salbutamol 10mg Injection,Antidiabetics,27.85,3,Salbutamol 10mg Injection used for antidiabetics related conditions. Use as directed by physician.,True,HealthPlus,Injection,SKU-00159,https://example.com/product/159.png
Atorvastatin 400mg Syrup,Supplements,26.92,448,Atorvastatin 400mg Syrup used for supplements related conditions. Use as directed by physician.,False,PharmaNova,Syrup,SKU-00160,https://example.com/product/160.png
Vitamin D 20mg Injection,Antidiabetics,16.11,276,Vitamin D 20mg Injection used for antidiabetics related conditions. Use as directed by physician.,True,PharmaNova,Injection,SKU-00161,https://example.com/product/161.png
Paracetamol 10mg Syrup,Antibiotics,21.77,100,Paracetamol 10mg Syrup used for antibiotics related conditions. Use as directed by physician.,True,PharmaNova,Syrup,SKU-00162,https://example.com/product/162.png
Salbutamol 100mg Syrup,Antibiotics,43.81,429,Salbutamol 100mg Syrup used for antibiotics related conditions. Use as directed by physician.,True,LifeLine,Syrup,SKU-00163,https://example.com/product/163.png
Ibuprofen 10mg Tablet,Antibiotics,25.78,202,Ibuprofen 10mg Tablet used for antibiotics related conditions. Use as directed by physician.,True,LifeLine,Tablet,SKU-00164,https://example.com/product/164.png
Atorvastatin 200mg Capsule,Supplements,44.05,14,Atorvastatin 200mg Capsule used for supplements related conditions. Use as directed by physician.,True,HealthPlus,Capsule,SKU-00165,https://example.com/product/165.png
Atorvastatin 400mg Injection,Supplements,39.93,84,Atorvastatin 400mg Injection used for supplements related conditions. Use as directed by physician.,False,PharmaNova,Injection,SKU-00166,https://example.com/product/166.png
Vitamin B12 10mg Syrup,Respiratory,16.18,463,Vitamin B12 10mg Syrup used for respiratory related conditions. Use as directed by physician.,False,PharmaNova,Syrup,SKU-00167,https://example.com/product/167.png
Ibuprofen 200mg Capsule,Antibiotics,4.92,218,Ibuprofen 200mg Capsule used for antibiotics related conditions. Use as directed by physician.,True,LifeLine,Capsule,SKU-00168,https://example.com/product/168.png
Ibuprofen 400mg Capsule,Antidiabetics,41.39,355,Ibuprofen 400mg Capsule used for antidiabetics related conditions. Use as directed by physician.,True,PharmaNova,Capsule,SKU-00169,https://example.com/product/169.png
Paracetamol 100mg Tablet,Supplements,44.44,165,Paracetamol 100mg Tablet used for supplements related conditions. Use as directed by physician.,False,PharmaNova,Tablet,SKU-00170,https://example.com/product/170.png
Atorvastatin 400mg Capsule,Supplements,21.09,3,Atorvastatin 400mg Capsule used for supplements related conditions. Use as directed by physician.,False,PharmaNova,Capsule,SKU-00171,https://example.com/product/171.png
Amoxicillin 200mg Syrup,Antihypertensives,2.41,486,Amoxicillin 200mg Syrup used for antihypertensives related conditions. Use as directed by physician.,True,HealthPlus,Syrup,SKU-00172,https://example.com/product/172.png
Paracetamol 500mg Tablet,Supplements,40.02,430,Paracetamol 500mg Tablet used for supplements related conditions. Use as directed by physician.,True,HealthPlus,Tablet,SKU-00173,https://example.com/product/173.png
Salbutamol 100mg Capsule,Antidiabetics,49.66,132,Salbutamol 100mg Capsule used for antidiabetics related conditions. Use as directed by physician.,True,LifeLine,Capsule,SKU-00174,https://example.com/product/174.png
Vitamin D 400mg Syrup,Antihypertensives,19.16,39,Vitamin D 400mg Syrup used for antihypertensives related conditions. Use as directed by physician.,True,MediCare,Syrup,SKU-00175,https://example.com/product/175.png
Atorvastatin 400mg Capsule,Respiratory,37.16,111,Atorvastatin 400mg Capsule used for respiratory related conditions. Use as directed by physician.,True,LifeLine,Capsule,SKU-00176,https://example.com/product/176.png
Vitamin B12 10mg Tablet,Antihypertensives,32.93,180,Vitamin B12 10mg Tablet used for antihypertensives related conditions. Use as directed by physician.,True,PharmaNova,Tablet,SKU-00177,https://example.com/product/177.png
Paracetamol 500mg Syrup,Antidiabetics,29.87,184,Paracetamol 500mg Syrup used for antidiabetics related conditions. Use as directed by physician.,True,PharmaNova,Syrup,SKU-00178,https://example.com/product/178.png
Ibuprofen 400mg Capsule,Supplements,4.63,259,Ibuprofen 400mg Capsule used for supplements related conditions. Use as directed by physician.,True,PharmaNova,Capsule,SKU-00179,https://example.com/product/179.png
Metformin 10mg Capsule,Respiratory,9.89,355,Metformin 10mg Capsule used for respiratory related conditions. Use as directed by physician.,True,PharmaNova,Capsule,SKU-00180,https://example.com/product/180.png
Salbutamol 20mg Syrup,Supplements,32.22,320,Salbutamol 20mg Syrup used for supplements related conditions. Use as directed by physician.,False,HealthPlus,Syrup,SKU-00181,https://example.com/product/181.png
Cetirizine 400mg Syrup,Analgesics,32.84,106,Cetirizine 400mg Syrup used for analgesics related conditions. Use as directed by physician.,False,PharmaNova,Syrup,SKU-00182,https://example.com/product/182.png
Omeprazole 400mg Capsule,Supplements,12.36,169,Omeprazole 400mg Capsule used for supplements related conditions. Use as directed by physician.,True,PharmaNova,Capsule,SKU-00183,https://example.com/product/183.png
Ibuprofen 400mg Capsule,Supplements,38.53,303,Ibuprofen 400mg Capsule used for supplements related conditions. Use as directed by physician.,True,HealthPlus,Capsule,SKU-00184,https://example.com/product/184.png
Paracetamol 400mg Tablet,Antidiabetics,44.46,465,Paracetamol 400mg Tablet used for antidiabetics related conditions. Use as directed by physician.,True,MediCare,Tablet,SKU-00185,https://example.com/product/185.png
Atorvastatin 500mg Tablet,Respiratory,40.75,441,Atorvastatin 500mg Tablet used for respiratory related conditions. Use as directed by physician.,True,HealthPlus,Tablet,SKU-00186,https://example.com/product/186.png
Salbutamol 500mg Injection,Respiratory,38.04,150,Salbutamol 500mg Injection used for respiratory related conditions. Use as directed by physician.,False,LifeLine,Injection,SKU-00187,https://example.com/product/187.png
Paracetamol 500mg Syrup,Antibiotics,18.1,181,Paracetamol 500mg Syrup used for antibiotics related conditions. Use as directed by physician.,True,LifeLine,Syrup,SKU-00188,https://example.com/product/188.png
Cetirizine 200mg Tablet,Supplements,9.34,375,Cetirizine 200mg Tablet used for supplements related conditions. Use as directed by physician.,False,LifeLine,Tablet,SKU-00189,https://example.com/product/189.png
Cetirizine 200mg Syrup,Analgesics,44.16,309,Cetirizine 200mg Syrup used for analgesics related conditions. Use as directed by physician.,True,LifeLine,Syrup,SKU-00190,https://example.com/product/190.png
Metformin 400mg Capsule,Supplements,6.17,316,Metformin 400mg Capsule used for supplements related conditions. Use as directed by physician.,False,PharmaNova,Capsule,SKU-00191,https://example.com/product/191.png
Amoxicillin 20mg Syrup,Antibiotics,40.33,490,Amoxicillin 20mg Syrup used for antibiotics related conditions. Use as directed by physician.,True,HealthPlus,Syrup,SKU-00192,https://example.com/product/192.png
Metformin 500mg Syrup,Respiratory,18.89,437,Metformin 500mg Syrup used for respiratory related conditions. Use as directed by physician.,False,LifeLine,Syrup,SKU-00193,https://example.com/product/193.png
Atorvastatin 200mg Injection,Antihypertensives,13.22,463,Atorvastatin 200mg Injection used for antihypertensives related conditions. Use as directed by physician.,True,MediCare,Injection,SKU-00194,https://example.com/product/194.png
Atorvastatin 20mg Tablet,Analgesics,8.22,362,Atorvastatin 20mg Tablet used for analgesics related conditions. Use as directed by physician.,True,HealthPlus,Tablet,SKU-00195,https://example.com/product/195.png
Ibuprofen 100mg Tablet,Antihypertensives,44.16,296,Ibuprofen 100mg Tablet used for antihypertensives related conditions. Use as directed by physician.,True,PharmaNova,Tablet,SKU-00196,https://example.com/product/196.png
Metformin 100mg Injection,Antidiabetics,39.25,193,Metformin 100mg Injection used for antidiabetics related conditions. Use as directed by physician.,True,PharmaNova,Injection,SKU-00197,https://example.com/product/197.png
Atorvastatin 20mg Syrup,Respiratory,17.53,305,Atorvastatin 20mg Syrup used for respiratory related conditions. Use as directed by physician.,True,LifeLine,Syrup,SKU-00198,https://example.com/product/198.png
Omeprazole 100mg Injection,Antidiabetics,37.89,403,Omeprazole 100mg Injection used for antidiabetics related conditions. Use as directed by physician.,True,HealthPlus,Injection,SKU-00199,https://example.com/product/199.png
Salbutamol 200mg Tablet,Antidiabetics,49.46,385,Salbutamol 200mg Tablet used for antidiabetics related conditions. Use as directed by physician.,True,PharmaNova,Tablet,SKU-00200,https://example.com/product/200.png
Vitamin D 10mg Tablet,Respiratory,30.25,285,Vitamin D 10mg Tablet used for respiratory related conditions. Use as directed by physician.,False,PharmaNova,Tablet,SKU-00201,https://example.com/product/201.png
Atorvastatin 500mg Tablet,Respiratory,6.32,171,Atorvastatin 500mg Tablet used for respiratory related conditions. Use as directed by physician.,False,HealthPlus,Tablet,SKU-00202,https://example.com/product/202.png
Atorvastatin 200mg Tablet,Respiratory,43.0,58,Atorvastatin 200mg Tablet used for respiratory related conditions. Use as directed by physician.,False,HealthPlus,Tablet,SKU-00203,https://example.com/product/203.png
Salbutamol 20mg Injection,Supplements,34.99,75,Salbutamol 20mg Injection used for supplements related conditions. Use as directed by physician.,True,LifeLine,Injection,SKU-00204,https://example.com/product/204.png
Omeprazole 400mg Injection,Antihypertensives,44.82,286,Omeprazole 400mg Injection used for antihypertensives related conditions. Use as directed by physician.,True,MediCare,Injection,SKU-00205,https://example.com/product/205.png
Paracetamol 20mg Syrup,Respiratory,29.26,28,Paracetamol 20mg Syrup used for respiratory related conditions. Use as directed by physician.,False,MediCare,Syrup,SKU-00206,https://example.com/product/206.png
Vitamin B12 10mg Syrup,Analgesics,39.29,246,Vitamin B12 10mg Syrup used for analgesics related conditions. Use as directed by physician.,False,LifeLine,Syrup,SKU-00207,https://example.com/product/207.png
Salbutamol 500mg Syrup,Analgesics,25.5,470,Salbutamol 500mg Syrup used for analgesics related conditions. Use as directed by physician.,False,MediCare,Syrup,SKU-00208,https://example.com/product/208.png
Atorvastatin 400mg Tablet,Respiratory,33.47,452,Atorvastatin 400mg Tablet used for respiratory related conditions. Use as directed by physician.,True,MediCare,Tablet,SKU-00209,https://example.com/product/209.png
Atorvastatin 20mg Syrup,Antihypertensives,23.23,188,Atorvastatin 20mg Syrup used for antihypertensives related conditions. Use as directed by physician.,True,PharmaNova,Syrup,SKU-00210,https://example.com/product/210.png
